tarih,kategori,urun_adi,fiyat,para_birimi
2026-02-25,atistirmalik,Eti Hoşbeş Muzlu Gofret 120 Gr,74.50,TRY
2026-02-25,atistirmalik,Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.00,TRY
2026-02-25,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 1 adet,78.50,TRY
2026-02-25,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 10 adet,781.00,TRY
2026-02-25,atistirmalik,Eti Karam Bitter %45 Kakaolu Kare Çikolata 60 Gr,80.50,TRY
2026-02-25,atistirmalik,Eti Karam Bitter %54 Kakaolu Antep Fıstıklı 60 Gr,122.50,TRY
2026-02-25,atistirmalik,Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,78.50,TRY
2026-02-25,atistirmalik,Eti Karam Gofret 50 Gr,39.00,TRY
2026-02-25,atistirmalik,Eti Kremalı Bisküvi 61 Gr,18.00,TRY
2026-02-25,atistirmalik,Eti Kremalı Bisküvi Çilekli 61 Gr,18.00,TRY
2026-02-25,atistirmalik,Eti Kremalı Bisküvi Fındıklı 61 Gr,18.00,TRY
2026-02-25,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,43.50,TRY
2026-02-25,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr x 12 Adet,509.00,TRY
2026-02-25,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,43.50,TRY
2026-02-25,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr x 12 Adet,509.00,TRY
2026-02-25,atistirmalik,Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,43.50,TRY
2026-02-25,atistirmalik,Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr x 12 Adet,509.00,TRY
2026-02-25,atistirmalik,Eti Maximus Loading Bar 50 Gr,29.00,TRY
2026-02-25,atistirmalik,Eti Mini Pop Kek Bitter Çikolatalı 162 Gr,74.00,TRY
2026-02-25,atistirmalik,Eti Petit Beurre Bisküvi 2 Li 400 Gr,80.50,TRY
2026-02-25,atistirmalik,Eti Petit Beurre Bisküvi Kakaolu 2 Li 370 Gr,80.50,TRY
2026-02-25,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 32 G,51.00,TRY
2026-02-25,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,117.00,TRY
2026-02-25,atistirmalik,Eti Petito Sütlü Çikolata 18 Gr,24.00,TRY
2026-02-25,atistirmalik,Eti Pizza Kraker 76 Gr,21.00,TRY
2026-02-25,atistirmalik,Eti Popkek Hindistan Cevizli Kek 180 Gr,75.00,TRY
2026-02-25,atistirmalik,Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.00,TRY
2026-02-25,atistirmalik,Eti Popkek Kakaolu Kek 60 Gr,20.50,TRY
2026-02-25,atistirmalik,Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.00,TRY
2026-02-25,atistirmalik,Eti Popkek Limonlu Kek 60 Gr,20.50,TRY
2026-02-25,atistirmalik,Eti Popkek Muzlu Kek 60 Gr,20.50,TRY
2026-02-25,atistirmalik,Eti Popkek Muzlu Mini Kek 180 Gr,75.00,TRY
2026-02-25,atistirmalik,Eti Popkek Portakallı Kek 60 Gr,20.50,TRY
2026-02-25,atistirmalik,Eti Popkek Vişneli Kek 60 Gr,20.50,TRY
2026-02-25,atistirmalik,Eti Puf Hindistan Cevizli 16 Gr,8.00,TRY
2026-02-25,atistirmalik,Eti Puf Kakaolu 18 Gr,8.00,TRY
2026-02-25,atistirmalik,Eti Puf Renkli 18 Gr (Adet),8.00,TRY
2026-02-25,atistirmalik,Eti Susamlı Çubuk Kraker 120 Gr,37.00,TRY
2026-02-25,atistirmalik,Eti Susamlı Çubuk Kraker 56 Gr,18.50,TRY
2026-02-25,atistirmalik,Eti Sütlü Çubuk Çikolata 34 Gr,43.50,TRY
2026-02-25,atistirmalik,Eti Tartini Frambuazlı Turta 114 Gr,53.00,TRY
2026-02-25,atistirmalik,Eti Topkek Çilekli Kek 40 Gr,16.50,TRY
2026-02-25,atistirmalik,Eti Topkek Kakaolu Kek 35 Gr,16.50,TRY
2026-02-25,atistirmalik,Eti Topkek Meyveli Kek 40 Gr,16.50,TRY
2026-02-25,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 100 Gr,35.50,TRY
2026-02-25,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 150 Gr,49.50,TRY
2026-02-25,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 210 Gr,68.50,TRY
2026-02-25,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi Bold 138 Gr,49.50,TRY
2026-02-25,atistirmalik,Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,53.50,TRY
2026-02-25,atistirmalik,Eti Yeni Gold Antep Fıstıklı Kare Çikolata 60 Gr,123.50,TRY
2026-02-25,atistirmalik,Falım 5’li Damla Aromalı Sakız 35 gr,50.50,TRY
2026-02-25,atistirmalik,Falım Çilek Aromalı Şekersiz Sakız 100 Adet,200.50,TRY
2026-02-25,atistirmalik,Falım Damla Sakızı Aromalı Şekersiz Sakız 5’li,15.00,TRY
2026-02-25,atistirmalik,Falım Damla Tekli Sakız 100 Ad.,200.50,TRY
2026-02-25,atistirmalik,Falım Karışık Meyve Aromalı Şekersiz Sakız 100 Adet,200.50,TRY
2026-02-25,atistirmalik,Falım Nane Aromalı Şekersiz Sakız 7gr x 5 Adet,48.00,TRY
2026-02-25,atistirmalik,"First Çilek Aromalı Sakız 13,5 Gr",18.50,TRY
2026-02-25,atistirmalik,First Sensations Çilek Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First Sensations Damla Sakızı Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First Sensations Karpuz Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First Sensations Nane Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First Sensations Tropikal Meyve Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First Sensations Yeşil Nane Aromalı Sakız 27 Gr,48.50,TRY
2026-02-25,atistirmalik,First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,48.50,TRY
2026-02-25,atistirmalik,Haribo 45Gr Roulette,29.00,TRY
2026-02-25,atistirmalik,Haribo Altın Ayıcık Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Berries Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Chammallows Rubino Marshmallow 70 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Chammalow Klasik 150 Gr,87.50,TRY
2026-02-25,atistirmalik,Haribo Diş Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Fizz Mix Şekerleme 70 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Happy Cola Şekerleme 160 Gr,87.50,TRY
2026-02-25,atistirmalik,Haribo Happy Cola Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Phantasia Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Solucan Şekerleme 160 Gr,87.50,TRY
2026-02-25,atistirmalik,Haribo Solucan Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Starmix Şekerleme 160 Gr,61.00,TRY
2026-02-25,atistirmalik,Haribo Starmix Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Taş Ayıcık Şekerleme175 Gr,120.50,TRY
2026-02-25,atistirmalik,Haribo Taş Kola Şekerleme 175 Gr,120.50,TRY
2026-02-25,atistirmalik,Haribo Tropik Meyve Şekerleme 80 Gr,51.00,TRY
2026-02-25,atistirmalik,Haribo Worms Fizz Solucan Şekerleme 70 Gr,51.00,TRY
2026-02-25,atistirmalik,Kent Missbon Çilekli Elmalı Şeker 43 Gr,29.50,TRY
2026-02-25,atistirmalik,Kent Missbon Kahveli 43 Gr,28.50,TRY
2026-02-25,atistirmalik,Kent Olips Nane 28 Gr,28.00,TRY
2026-02-25,atistirmalik,Kent Tipitip Karikatürlü Sakız 27 Gr,44.00,TRY
2026-02-25,atistirmalik,Kent Tipitip Sakız 27 Gr,44.00,TRY
2026-02-25,atistirmalik,Kent Tofita Portakal Aromalı Şeker 47 Gr,28.00,TRY
2026-02-25,atistirmalik,Kent Tofita Vişne Aromalı Şeker 47 Gr,28.00,TRY
2026-02-25,atistirmalik,Kinder Joy T1 Erkeklere Özel 20 Gr,56.00,TRY
2026-02-25,atistirmalik,Kinder Joy T1 Kızlara Özel 20 G,58.50,TRY
2026-02-25,atistirmalik,Koska Krokan Fındık 30Gr,81.50,TRY
2026-02-25,atistirmalik,Koska Krokan Fıstık 30Gr,145.50,TRY
2026-02-25,atistirmalik,Mars Çikolata 51 Gr,50.00,TRY
2026-02-25,atistirmalik,Mentos Karışık Meyve Aromalı Şeker,31.00,TRY
2026-02-25,atistirmalik,Mentos Nane Aromalı Şeker 20 Adet,32.50,TRY
2026-02-25,atistirmalik,Milka Fındıklı Sütlü Tablet Çikolata 80 Gr,87.00,TRY
2026-02-25,atistirmalik,Milka Sütlü Tablet Çikolata 80 Gr,87.00,TRY
2026-02-25,atistirmalik,Milka Üzümlü Fındıklı Tablet Çikolata 80 Gr,87.00,TRY
2026-02-25,atistirmalik,Mixmey Meyve Bar Elma + Hurma 20Gr,37.00,TRY
2026-02-25,atistirmalik,Mixmey Meyve Barı Çilek 20 Gr,38.50,TRY
2026-02-25,atistirmalik,Mixmey Meyve Barı Elma + Böğürtlen 20Gr,37.00,TRY
2026-02-25,atistirmalik,Mixmey Meyve Barı Elma + Erik 20Gr,37.00,TRY
2026-02-25,atistirmalik,Mixmey Meyve Barı Elma + Şeftali 20Gr,37.00,TRY
2026-02-25,atistirmalik,Mixmey Meyve Barı Elma + Vişne 20Gr,37.00,TRY
2026-02-25,atistirmalik,Natur Bitkisel Zencefilli Limonlu Seker 65 Gr,72.50,TRY
2026-02-25,atistirmalik,Natur Bitkisel Zencefilli Naneli Seker 65 Gr,72.50,TRY
2026-02-25,atistirmalik,Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,118.00,TRY
2026-02-25,atistirmalik,Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,103.50,TRY
2026-02-25,atistirmalik,Nestle 1927 Ekstra Bitter Çikolata 60 Gr,103.50,TRY
2026-02-25,atistirmalik,Nestle Çıtır Gofret 27 Gr,11.50,TRY
2026-02-25,atistirmalik,Nestlé Classic Bitter Çikolata Kare 60 Gr,73.00,TRY
2026-02-25,atistirmalik,Nestle Damak Antep Fıstıklı Çikolata 70 Gr,132.00,TRY
2026-02-25,atistirmalik,Nestle Damak Baklavalı 60 Gr Yepyeni Bir Efsane,87.00,TRY
2026-02-25,atistirmalik,Nestle Damak Baton Çikolata 30 Gr,53.50,TRY
2026-02-25,atistirmalik,Nestle Damak Gece %55 Kakao 60 Gr,110.50,TRY
2026-02-25,atistirmalik,Nestle Damak İnci Antep Fıstıklı Beyaz Çikolata 60 Gr,103.00,TRY
2026-02-25,atistirmalik,Nestle Damak İnci Baton Çikolata 30 Gr,53.00,TRY
2026-02-25,atistirmalik,Nestle Damak Kare Antep Fıstıklı Çikolata 60 Gr,86.50,TRY
2026-02-25,atistirmalik,Nestle Gofret 27Gr Crunc,27.00,TRY
2026-02-25,atistirmalik,Nestle Kare 60Gr Fıstıklı,103.00,TRY
2026-02-25,atistirmalik,Nestle Kitkat Çikolata 38 Gr,34.00,TRY
2026-02-25,atistirmalik,Nestle Klasik Sütlü Kare Çikolata 60 Gr,73.00,TRY
2026-02-25,atistirmalik,"Nestle Nesfit Bitter Çikolata Bar 23,5 Gr",25.00,TRY
2026-02-25,atistirmalik,"Nestle Nesfit Çilekli Çikolata Bar 23,5 Gr",25.00,TRY
2026-02-25,atistirmalik,"Nestle Nesfit Karamelli Çikolata Bar 23,5 Gr",25.00,TRY
2026-02-25,atistirmalik,"Nestle Nesfit Kırmızı Meyveli Çikolata Bar 23,5 Gr",37.00,TRY
2026-02-25,atistirmalik,"Nestle Nesfit Muzlu Çikolatalı Tam Tahıllı Bar 23,5 Gr",37.00,TRY
2026-02-25,atistirmalik,"Nestle Nesquik Gofret Sütlü Çikolata 26,7 Gr",21.00,TRY
2026-02-25,atistirmalik,Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,26.00,TRY
2026-02-25,atistirmalik,Nestle Sütlü Çikolata Baton 30 Gr,42.50,TRY
2026-02-25,atistirmalik,Oneo Slims 60Dk.Nane 14Grx27X6,29.00,TRY
2026-02-25,atistirmalik,Ozmo Mini Eggs 154 G Poşet,197.00,TRY
2026-02-25,atistirmalik,Polo Sparmint Tube 34Gr,29.50,TRY
2026-02-25,atistirmalik,Rocco Rengarenk 33Gr,33.00,TRY
2026-02-25,atistirmalik,Snickers Bar Çikolata 50 Gr,50.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Mood Bisküvi 125 Gr,84.50,TRY
2026-02-25,atistirmalik,Şölen Biscolata Mood Bitter Bisküvi 125 Gr,86.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Mood Sütlü Bisküvi 40 Gr,34.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Pia Çikolatalı 100 Gr,86.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Pia Frambuazlı 100 Gr,86.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Pia Portakallı 100 Gr,86.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Starz Bitter Bisküvi 82 Gr,37.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Starz Sütlü Bisküvi 82 Gr,37.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,56.00,TRY
2026-02-25,atistirmalik,Şölen Biscolata Veni Fındıklı Gofret 110,56.00,TRY
2026-02-25,atistirmalik,Şölen Boombastic Fantastik Bar,28.00,TRY
2026-02-25,atistirmalik,Şölen Boombastic Kek Bar 40 Gr,28.00,TRY
2026-02-25,atistirmalik,Şölen Chocodans Tüm Fındıklı Karamelli Çikolata 125 Gr,102.00,TRY
2026-02-25,atistirmalik,Şölen Greta Mevsim Yeşillikli Kraker 120 Gr,71.00,TRY
2026-02-25,atistirmalik,Şölen Greta Zeytinli Ve Dağ Kekikli Kraker 120 Gr,71.00,TRY
2026-02-25,atistirmalik,Şölen Hoppo Bardak Bisküvi 90 Gr,69.00,TRY
2026-02-25,atistirmalik,Şölen Luppo Kakaolu Sandviç Kek 184 Gr,95.00,TRY
2026-02-25,atistirmalik,Şölen Luppo Karamelli Sandviç Kek 182 Gr,95.00,TRY
2026-02-25,atistirmalik,Şölen Luppo Sütlü Sandviç Kek 184 Gr,95.00,TRY
2026-02-25,atistirmalik,Şölen Nutymax Antep Fıstıklı Kremalı Çikolata 44 Gr,44.00,TRY
2026-02-25,atistirmalik,Şölen Nutymax Fındıklı Kremalı Çikolata 44 Gr,44.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo 40Gr Hoppo,34.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Burger 36 Gr,34.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Cornet 25 Gr,20.50,TRY
2026-02-25,atistirmalik,Şölen Ozmo Cornet Çikolata 25 Gr,20.50,TRY
2026-02-25,atistirmalik,Şölen Ozmo Cornet Çok Al Az Öde 100 Gr,74.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Egg Çikolatalı Yumurta 20 Gr,53.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Fun Figürlü Çikolata 23 Gr,34.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Hoppo Çilekli Bisküvi 40 Gr,34.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Krem Tüp Kakaolu Fındık Kreması 35 Gr,34.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Ogopogo Kakao Sütlü Kek 30 Gr,17.00,TRY
2026-02-25,atistirmalik,Şölen Ozmo Popsy Renkli Çikolatalı Draje 24 Gr,35.50,TRY
2026-02-25,atistirmalik,Şölen Ozmo Popsy Renkli Çikolatalı Draje 3 Lü 24 Gr,96.50,TRY
2026-02-25,atistirmalik,Tadelle King Size Fındıklı Çikolata 52 Gr,70.50,TRY
2026-02-25,atistirmalik,Tadelle Sütlü Şekersiz Çikolata 20 Gr,45.50,TRY
2026-02-25,atistirmalik,Tadım Bar Antep Fıstıklı 20 Gr,86.00,TRY
2026-02-25,atistirmalik,Toblerone Beyaz Çikolata 100 Gr,147.00,TRY
2026-02-25,atistirmalik,Toblerone Bitter Çikolata 100 Gr,153.50,TRY
2026-02-25,atistirmalik,Toblerone Sütlü Çikolata 100 Gr,147.00,TRY
2026-02-25,atistirmalik,Toblerone Sütlü Çikolata 35 Gr,66.00,TRY
2026-02-25,atistirmalik,Torku 1 Daha Bol Çikolatalı Gofret 32 Gr,27.00,TRY
2026-02-25,atistirmalik,Torku Antep Fıstıklı Çikolata 65 Gr,107.00,TRY
2026-02-25,atistirmalik,Torku Bitter Ve Portakal Kremalı Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Çilekli Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Çokofest Frambuazlı Bar Çikolata 34 Gr,27.00,TRY
2026-02-25,atistirmalik,Torku Çokofest Karamelli Bar Çikolata 34 Gr,27.00,TRY
2026-02-25,atistirmalik,Torku Çokofest Karamelli Bar Çikolata 60 Gr,40.50,TRY
2026-02-25,atistirmalik,Torku Çubuk Kraker 32 Gr,8.00,TRY
2026-02-25,atistirmalik,Torku Enjoy Ahududu Soslu Kek 55 G,17.00,TRY
2026-02-25,atistirmalik,Torku Enjoy Çoko Çikolatalı Kek 55 Gr,17.00,TRY
2026-02-25,atistirmalik,Torku Enjoy Çoko Muzlu Kek 55 Gr,17.00,TRY
2026-02-25,atistirmalik,Torku Fav Muz 61Gr,16.00,TRY
2026-02-25,atistirmalik,Torku Favori Kremalı Muz 4*76Gr,55.50,TRY
2026-02-25,atistirmalik,Torku Favorimo Çikolata Kremalı Bisküvi 4 Lü 76 Gr,56.50,TRY
2026-02-25,atistirmalik,Torku Favorimo Çikolata Kremalı Bisküvi 61 Gr,16.00,TRY
2026-02-25,atistirmalik,Torku Fındık Kremalı Bisküvi 4 Lü 76 Gr,56.50,TRY
2026-02-25,atistirmalik,Torku Fındık Kremalı Bisküvi 61 Gr,16.00,TRY
2026-02-25,atistirmalik,Torku Fındıklı Çikolata 60 Gr,70.00,TRY
2026-02-25,atistirmalik,Torku Fındıklı Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Gala Karamelli Kek 50 Gr,26.00,TRY
2026-02-25,atistirmalik,Torku Gala Orman Meyveli Kek 50 Gr,26.00,TRY
2026-02-25,atistirmalik,Torku Kakaolu Fındıklı Kek 35 Gr,13.00,TRY
2026-02-25,atistirmalik,Torku Kakaolu Vanilyalı Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Karamel Ve Fındık Kremalı Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Meyveli Kek 35 Gr,13.00,TRY
2026-02-25,atistirmalik,Torku Miniki Nuga Çikolatalı Bar 72 Gr,62.50,TRY
2026-02-25,atistirmalik,Torku Miniki Portakallı Turtacık 94 Gr,21.50,TRY
2026-02-25,atistirmalik,Torku No 1 Çikolatalı Gofret 35 Gr,19.50,TRY
2026-02-25,atistirmalik,Torku No 1 Çikolatalı Gofret 5 X 35 Gr,92.50,TRY
2026-02-25,atistirmalik,Torku Orman Meyveli Gofret 142 Gr,59.50,TRY
2026-02-25,atistirmalik,Torku Pötibör Bisküvi 700 Gr,106.50,TRY
2026-02-25,atistirmalik,Torku Premio Bisküvi 3 Lü 86 Gr,65.00,TRY
2026-02-25,atistirmalik,Torku Premio Bisküvi 86 Gr,23.50,TRY
2026-02-25,atistirmalik,Torku Sade Kremalı Bisküvi 61 Gr,16.00,TRY
2026-02-25,atistirmalik,Torku Tam Buğdaylı Bisküvi 131 Gr,31.00,TRY
2026-02-25,atistirmalik,Torku Tam Buğdaylı Bisküvi 3 X 131 Gr,84.00,TRY
2026-02-25,atistirmalik,Torku Tam Çikolatam 3 Lü Bisküvi 83 Gr,91.00,TRY
2026-02-25,atistirmalik,Torku Tam Çikolatam Bisküvi 83 Gr,31.50,TRY
2026-02-25,atistirmalik,Torku Tam Kakaolu Kremalım Bisküvi 3 Lü 83 Gr,77.50,TRY
2026-02-25,atistirmalik,Torku Tam Kremalım Kakao Kremalı Bisküvi 83 Gr,27.50,TRY
2026-02-25,atistirmalik,Torku Tam Ruşeymli Çikolatalı Bisküvi 84 Gr,40.50,TRY
2026-02-25,atistirmalik,Torku Tam Yulaflı Bisküvi 3X118 Gr,81.50,TRY
2026-02-25,atistirmalik,Torku Tatkrak Baharatlı Kraker 77 Gr,17.50,TRY
2026-02-25,atistirmalik,Torku Tatkrak Peynirli Kraker 77 Gr,17.50,TRY
2026-02-25,atistirmalik,Torku Turtacık Portakal Jöleli 102 Gr,28.00,TRY
2026-02-25,atistirmalik,Toybox Big Egg Oyuncaklı Dev Süpriz Yumurta Adet,84.00,TRY
2026-02-25,atistirmalik,Toybox Çakıl Çikolata 15 Gr,23.50,TRY
2026-02-25,atistirmalik,Toybox Choco Stick Kakolu Fındık Kreması 56 Gr,60.50,TRY
2026-02-25,atistirmalik,Toybox Fındıklı Sütlü Çikolata 20 Gr,29.50,TRY
2026-02-25,atistirmalik,Toybox Metre Sakız 35 Gr,23.50,TRY
2026-02-25,atistirmalik,Toybox Oyuncaklı Lolipop Şeker 11 Gr,28.00,TRY
2026-02-25,atistirmalik,Toybox Oyuncaklı Şekerli Sakız 5 Gr,70.50,TRY
2026-02-25,atistirmalik,Twix Çikolata 50 Gr,49.50,TRY
2026-02-25,atistirmalik,Ülker %60 Bitter Çikolata 60 Gr,79.00,TRY
2026-02-25,atistirmalik,Ülker %60 Bitter Tablet Çikolata 70 Gr,116.50,TRY
2026-02-25,atistirmalik,Ülker %80 Bitter Çikolata 60 Gr,79.00,TRY
2026-02-25,atistirmalik,Ülker 9 Kat Tat Fındık Kremalı Gofret 39 Gr,16.00,TRY
2026-02-25,atistirmalik,Ülker 9 Kat Tat İnce İnce Çilek Gofret 114 Gr,47.50,TRY
2026-02-25,atistirmalik,Ülker 9 Kat Tat İnce İnce Hindistan Cevizli Gofret 114 Gr,47.50,TRY
2026-02-25,atistirmalik,Ülker Albeni 40 Gr,26.50,TRY
2026-02-25,atistirmalik,Ülker Albeni 72 Gr,47.50,TRY
2026-02-25,atistirmalik,Ülker Albeni Büyük 52 Gr,29.00,TRY
2026-02-25,atistirmalik,Ülker Albeni Extra 170 Gr,113.50,TRY
2026-02-25,atistirmalik,Ülker Albeni Kek 43 Gr,32.50,TRY
2026-02-25,atistirmalik,Ülker Albeni Mini Çoklu Paket 89 Gr,72.50,TRY
2026-02-25,atistirmalik,Ülker Albeni Tane Tane Çikolata 29 Gr,38.00,TRY
2026-02-25,atistirmalik,Ülker Albeni Viva 36 Gr,20.00,TRY
2026-02-25,atistirmalik,Ülker Alpella 3Gen Gofret Beyaz 28 Gr,22.00,TRY
2026-02-25,atistirmalik,Ülker Altınbaşak Çörekotlu Kinoalı Bisküvi 40 Gr,17.50,TRY
2026-02-25,atistirmalik,Ülker Altınbaşak Grissini 125 Gr,80.00,TRY
2026-02-25,atistirmalik,Ülker Altınbaşak Kepekli Grissini 125 Gr,80.50,TRY
2026-02-25,atistirmalik,Ülker Altınbaşak Light Yulaflı Kraker 46 Gr,17.00,TRY
2026-02-25,atistirmalik,Ülker Altınbaşak Yulaflı Kepekli Bisküvi 5 X 46 Gr,81.50,TRY
2026-02-25,atistirmalik,Ülker Antep Fıstıklı Beyaz Çikolata 65 Gr (1 adet),130.50,TRY
2026-02-25,atistirmalik,Ülker Antep Fıstıklı Beyaz Çikolata 65 Gr (6 adet),765.00,TRY
2026-02-25,atistirmalik,Ülker Antep Fıstıklı Çikolata 30 Gr,68.00,TRY
2026-02-25,atistirmalik,Ülker Bebe Bisküvisi 172 Gr,53.50,TRY
2026-02-25,atistirmalik,Ülker Bebe Bisküvisi 800 Gr,189.50,TRY
2026-02-25,atistirmalik,Ülker Beyaz Tablet Çikolata 70 Gr,116.50,TRY
2026-02-25,atistirmalik,Ülker Biskrem 100 Gr,34.00,TRY
2026-02-25,atistirmalik,Ülker Biskrem 150 Gr,47.50,TRY
2026-02-25,atistirmalik,Ülker Biskrem 200 Gr,64.00,TRY
2026-02-25,atistirmalik,Ülker Biskrem Extra Kakao Kremalı Bisküvi 184 Gr,68.50,TRY
2026-02-25,atistirmalik,Ülker Bitter Çikolata 30 Gr,46.00,TRY
2026-02-25,atistirmalik,Ülker Bonbon Karışık Meyve 36 Gr,26.50,TRY
2026-02-25,atistirmalik,Ülker Bonbon Nane 36 Gr,26.50,TRY
2026-02-25,atistirmalik,Ülker Bütün Antep Fıstıklı Çikolata 65 Gr,129.50,TRY
2026-02-25,atistirmalik,Ülker Canpare Kremalı Bisküvi 81 Gr,32.00,TRY
2026-02-25,atistirmalik,Ülker Canpare Kremalı Bisküvi Fındıklı 81 Gr,32.00,TRY
2026-02-25,atistirmalik,Ülker Caramio Baton Çikolata 32 Gr,36.00,TRY
2026-02-25,atistirmalik,Ülker Caramio Baton Çikolata 55 Gr,57.50,TRY
2026-02-25,atistirmalik,Ülker Çikolata İstanbul Fındıklı Çıtır Kadayıflı 93 Gr,116.00,TRY
2026-02-25,atistirmalik,Ülker Çikolatalı Bitter Gofret 36 Gr,21.50,TRY
2026-02-25,atistirmalik,Ülker Çikolatalı Gofret 36 Gr,20.00,TRY
2026-02-25,atistirmalik,Ülker Çikolatalı Rulo Pasta 235 Gr,90.50,TRY
2026-02-25,atistirmalik,Ülker Çilekli Rulo Pasta 235 Gr,90.50,TRY
2026-02-25,atistirmalik,Ülker Çizi Kraker 280 Gr,72.50,TRY
2026-02-25,atistirmalik,Ülker Çizi Peynirli Kraker 70 Gr,20.00,TRY
2026-02-25,atistirmalik,Ülker Çiziviç 3 Lü 246 Gr,74.50,TRY
2026-02-25,atistirmalik,Ülker Çiziviç Kraker 82 Gr,26.50,TRY
2026-02-25,atistirmalik,Ülker Cocostar 25 Gr,17.00,TRY
2026-02-25,atistirmalik,Ülker Cocostar Atıştırmalık Sandviç Bisküvi 66 Gr,36.00,TRY
2026-02-25,atistirmalik,Ülker Çokomel 4 Lü Sade 36 Gr,23.00,TRY
2026-02-25,atistirmalik,Ülker Çokomilk Sütlü Nugalı Bar Çikolata 24 Gr,13.50,TRY
2026-02-25,atistirmalik,Ülker Çokonat 33 Gr,33.50,TRY
2026-02-25,atistirmalik,Ülker Çokoprens 30 Gr,11.00,TRY
2026-02-25,atistirmalik,Ülker Çokoprens 300 Gr,76.50,TRY
2026-02-25,atistirmalik,Ülker Çokoprens 81 Gr,26.50,TRY
2026-02-25,atistirmalik,Ülker Çubuk Kraker 40 Gr,8.50,TRY
2026-02-25,atistirmalik,Ülker Çubuk Kraker 80 Gr,14.50,TRY
2026-02-25,atistirmalik,Ülker Dankek 8 Kek Çikolatalı Çilekli Kek 55 Gr,17.00,TRY
2026-02-25,atistirmalik,Ülker Dankek 8 Kek Duble Çikolatalı Kek 55 Gr,17.00,TRY
