name,subcategory,price
Sesu Hassas Ciltler Tüy Dökücü Krem 40 ml,Tüy Dökücü,105.84
Sesu Men Tüy Dökücü Krem 100 ml,Tüy Dökücü,182.7
Sesu Tüy Dökücü Krem Sprey Normal Ciltler 150 ml,Tüy Dökücü,321.3
Veet Professional Tüy Dökücü Sprey Krem 150 ml,Tüy Dökücü,384.3
Vi-Vet Tüy Sarartıcı Krem 70 ml+ Aktivatör Krem 35 ml,Tüy Dökücü,93.24
3'lü Set Kaş Usturası Asorti,Tıraş Bıçağı,33.02
4'lü Gillette Simly Venüs 2 Bıçaklı,Tıraş Bıçağı,81.9
Gilette Venüs Kadın Traş Bıçağı + 5 Smooth,Tıraş Bıçağı,732.06
Gillete Blue 3 Comfort Slalom 8 Li Paket,Tıraş Bıçağı,270.9
Gillete Blue 3 Cool 6+2 8 Li Paket,Tıraş Bıçağı,315.0
Gillette Mach3 Tıraş Bıçağı,Tıraş Bıçağı,252.0
Gillette Mach3 Tıraş Makinesi + Seyahat Kabı + 3 Adet Yedek Başlık,Tıraş Bıçağı,384.3
Gillette Mach3 Tıraş Makinesi +5 Yedek Tıraş Bıçağı,Tıraş Bıçağı,573.3
Gılette Simply Venüs Üç Bıçak 4 Lü,Tıraş Bıçağı,220.5
3'lü Bebek Tırnak Makası Asorti,Tırnak Aksesuarları,64.88
4'lü Bakım Seti Asorti,Tırnak Aksesuarları,43.05
Flormar Oje - 048,Tırnak Aksesuarları,57.96
Flormar Oje - 313,Tırnak Aksesuarları,57.96
Flormar Oje - 319,Tırnak Aksesuarları,57.96
Kalyon Besleyici 10 ml,Tırnak Aksesuarları,129.78
Kalyon Stop Polısh Temizleyici 10 ml,Tırnak Aksesuarları,129.78
Kalyon Tırnak Eti Temizleyici 10 ml,Tırnak Aksesuarları,129.78
Kutulu Manikür Seti Asorti 1,Tırnak Aksesuarları,70.88
Neutrogena Hızlı Emilen Bakım Kremi 300 ml,Vücut Kremi,142.38
Neutrogena Yoğun Nemlendirici Bakım Kremi 300 ml,Vücut Kremi,142.38
Dermokil Altın Kil Maskesi Peeling Etkili 2x7.5 ml,Yüz Bakımı,44.1
Dermokil Hologram Kil Maskesi Peeling Etkili 2x7.5 ml,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Aydınlatıcı 23 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Bal 20 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Colagen 20 g,Yüz Bakımı,40.95
Dermokil Kağıt Yüz Maskesi Nemlendirici 23 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Pirinç 20 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Red Ginseng 20 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Yoğurt 20 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi Yumurta Akı 20 g,Yüz Bakımı,44.1
Dermokil Kağıt Yüz Maskesi İnci 20 g,Yüz Bakımı,44.1
Dermokil Pembe Kil Maskesi Peeling Etkili 2x7.5 ml,Yüz Bakımı,44.1
Dr. Clinic Kağıt Maske Aloe Vera,Yüz Bakımı,60.85
Dr. Clinic Kağıt Maske Colagen,Yüz Bakımı,53.55
Dr. Clinic Kağıt Maske Cucumber,Yüz Bakımı,53.55
Dr. Clinic Kağıt Maske Vitamin C,Yüz Bakımı,53.55
Cire Aseptine Yüz Güneş Koruyucu Krem 60 ml,Yüz Kremi,132.3
Sebamed Nemlendirici Krem Hassas Ciltler İçin 50 ml,Yüz Kremi,457.38
10'lü Durex Prezervatif Extreme,Yılın Fırsatı,243.76
Arko Suncare Yüz Güneş Kremi 50 ml,Yılın Fırsatı,245.7
Bepanthol Onarıcı Bakım Kremi 50 g,Yılın Fırsatı,289.8
Colgate Diş Macunu +2'li Optic White,Yılın Fırsatı,134.82
Deotak Classic Krem Deodorant 35 ml,Yılın Fırsatı,139.86
Deotak Fresh Krem Deodorant 35 ml,Yılın Fırsatı,139.86
Deotak Plus Krem Deodorant 35 ml,Yılın Fırsatı,139.86
Deotak Soft Krem Deodorant 35 ml,Yılın Fırsatı,139.86
Dove Advanced Care Invisible Dry White Freesia 72 Saat Kadın Stick Deodorant 50 ml,Yılın Fırsatı,180.18
Essweet 80 Metre Rulo Ağda Bezi,Yılın Fırsatı,119.7
Gıllete Mach 3 Tıraş Makinesi +2 Yedek Başlık,Yılın Fırsatı,264.6
New Well Blow Me Up Volume Mascara 8 ML,Yılın Fırsatı,182.7
New Well Prebiotic Serum,Yılın Fırsatı,255.43
New Well Ter Önleyici Beyazlatıcı Roll-On,Yılın Fırsatı,204.85
New Well İnceltici Selulit Giderici Krem 50 ML,Yılın Fırsatı,185.85
Nivea Black & White Invisible Clear 48 Saat Leke Karşıtı Kadın Roll-on Deodorant 50 ml,Yılın Fırsatı,129.15
Nivea Black & White Invisible Clear 72 Saat Kadın Stick Deodorant 50 ml,Yılın Fırsatı,154.98
Nivea Fresh Natural 48 Saat Okyanus Özleri Kadın Stick Deodorant 50 ml,Yılın Fırsatı,154.98
Nivea Fresh Natural 72 Saat Okyanus Özleri Kadın Roll-on Deodorant 50 ml,Yılın Fırsatı,129.15
Nivea Men Black & White Invisible Original 72 Saat Erkek Roll-on Deodorant 50 ml,Yılın Fırsatı,124.74
Nivea Men Deep Darkwood Aktif Karbon 72 Saat Erkek Roll-on Deodorant 50 ml,Yılın Fırsatı,124.74
Nivea Men Fresh Active Okyanus Özleri 72 Saat Erkek Roll-on Deodorant 50 ml,Yılın Fırsatı,124.74
Nivea Men Silver Protect Gümüş İyonları 48 Saat Erkek Stick Deodorant 50 ml,Yılın Fırsatı,154.98
Nivea Pearl & Beauty 72 Saat İnci Özleri Kadın Roll-on Deodorant 50 ml,Yılın Fırsatı,129.15
Old Spice Stick Erkek Deodorant Captain,Yılın Fırsatı,137.34
Old Spice Stick Erkek Deodorant Whitewater,Yılın Fırsatı,137.34
Rexona Cotton Dry Üstün Koruma 72 Saat Kadın Roll-on Deodorant 50 ml,Yılın Fırsatı,126.0
Rexona Men Cobalt Dry 48 Saat Erkek Roll-on Deodorant 50 ml,Yılın Fırsatı,126.0
Rexona Men Cobalt Dry Advanced Protection 72 Saat Erkek Stick Deodorant 50 ml,Yılın Fırsatı,170.1
Rexona Men Extreme Fresh Advanced Protection 72 Saat Erkek Stick Deodorant 50 ml,Yılın Fırsatı,170.1
Rexona Men Quantum Dry Erkek Stick Antiperspirant Deodorant 50 ml,Yılın Fırsatı,170.1
Rexona Men Ultra Recharge 72 Saat Vücut Isısıyla Aktif Erkek Roll-on Deodorant 50 ml,Yılın Fırsatı,126.0
Sebamed Baby Compat Sabun 100 g,Yılın Fırsatı,171.36
Sesu Tüm Vücut Ağda Bağdı 40'lı,Yılın Fırsatı,226.8
Sesu Tüy Dökücü Krem Sprey Hassas Ciltler 150 ml,Yılın Fırsatı,321.3
Sudocrem Bebek Bakım Kremi 125 gr,Yılın Fırsatı,315.0
Sudocrem Bebek Bakım Kremi 60 gr,Yılın Fırsatı,205.38
Veet Men Duşta Tüy Dökücü Krem Normal Ciltler 150 ml,Yılın Fırsatı,308.7
Veet Men Tüy Dökücü Krem 200 ml Hassas Ciltler,Yılın Fırsatı,308.7
Veet Professional 12'li Sir Ağda Bandı Hassas Ciltler,Yılın Fırsatı,220.5
Veet Professional 12'li Sir Ağda Bandı Normal Ciltler,Yılın Fırsatı,220.5
Veet Pure Duşta Tüy Dökücü Krem 150 ml,Yılın Fırsatı,308.7
Vi-Vet Sir Ağda Azulen 800 ml,Yılın Fırsatı,264.6
Vi-Vet Sir Ağda Natürel 800 ml,Yılın Fırsatı,264.6
Vi-Vet Sir Ağda Pudralı 800 ml,Yılın Fırsatı,264.6
Yumuşak Uçlu Figürlü Çocuk Saç Fırçası Asorti,Yılın Fırsatı,101.85
o.b. Procomfort Ultimate Tampon Mini 16'lı,Yılın Fırsatı,136.08
o.b. Procomfort Ultimate Tampon Normal 16'lı,Yılın Fırsatı,136.08
o.b. Procomfort Ultimate Tampon Süper 16'lı,Yılın Fırsatı,136.08
o.b. Procomfort Ultimate Tampon Süper Plus 16'lı,Yılın Fırsatı,136.08
